Formes	Catégorie
magnanimes	empathie
magnanimité	empathie
magnanimités	empathie
miséricorde	empathie
miséricordes	empathie
miséricordieuse	empathie
miséricordieusement	empathie
miséricordieuses	empathie
miséricordieux	empathie
pitie	empathie
pitié	empathie
pitiés	empathie
amour de soi	fierte
amour-propre	fierte
amours-propres	fierte
digne	fierte
dignement	fierte
dignes	fierte
dignité	fierte
dignités	fierte
fier	fierte
fiers	fierte
fierté	fierte
fiertés	fierte
fière	fierte
fièrement	fierte
fières	fierte
honneur	fierte
honneurs	fierte
honora	fierte
honorable	fierte
honorables	fierte
honorai	fierte
honoraient	fierte
honorais	fierte
honorait	fierte
honorant	fierte
honoras	fierte
honorasse	fierte
honorassent	fierte
honorasses	fierte
honorassiez	fierte
honorassions	fierte
honore	fierte
honorent	fierte
honorer	fierte
honorera	fierte
honorerai	fierte
honoreraient	fierte
honorerais	fierte
honorerait	fierte
honoreras	fierte
honorerez	fierte
honoreriez	fierte
honorerions	fierte
honorerons	fierte
honoreront	fierte
honores	fierte
honorez	fierte
honoriez	fierte
honorifique	fierte
honorifiquement	fierte
honorifiques	fierte
honorions	fierte
honorons	fierte
honorâmes	fierte
honorât	fierte
honorâtes	fierte
honorèrent	fierte
honoré	fierte
honorée	fierte
honorées	fierte
honorés	fierte
impassibilité	impassibilite
impassibilités	impassibilite
impassible	impassibilite
impassibles	impassibilite
impavide	impassibilite
impavides	impassibilite
impavidité	impassibilite
imperturbabilité	impassibilite
imperturbabilités	impassibilite
imperturbable	impassibilite
imperturbables	impassibilite
indiffère	impassibilite
indiffèrent	impassibilite
indiffères	impassibilite
indifféra	impassibilite
indifférai	impassibilite
indifféraient	impassibilite
indifférais	impassibilite
indifférait	impassibilite
indifférant	impassibilite
indifféras	impassibilite
indifférasse	impassibilite
indifférassent	impassibilite
indifférasses	impassibilite
indifférassiez	impassibilite
indifférassions	impassibilite
indifférence	impassibilite
indifférences	impassibilite
indifférent	impassibilite
indifférente	impassibilite
indifférentes	impassibilite
indifférents	impassibilite
indifférer	impassibilite
indifférera	impassibilite
indifférerai	impassibilite
indifféreraient	impassibilite
indifférerais	impassibilite
indifférerait	impassibilite
indifféreras	impassibilite
indifférerez	impassibilite
indifféreriez	impassibilite
indifférerions	impassibilite
indifférerons	impassibilite
indifféreront	impassibilite
indifférez	impassibilite
indiffériez	impassibilite
indifférions	impassibilite
indifférons	impassibilite
indifférâmes	impassibilite
indifférât	impassibilite
indifférâtes	impassibilite
indifférèrent	impassibilite
indifféré	impassibilite
indifférée	impassibilite
indifférées	impassibilite
indifférés	impassibilite
indolemment	impassibilite
indolence	impassibilite
indolences	impassibilite
indolent	impassibilite
indolente	impassibilite
indolentes	impassibilite
indolents	impassibilite
insensibilité	impassibilite
insensibilités	impassibilite
insensible	impassibilite
insensibles	impassibilite
inébranlable	impassibilite
inébranlables	impassibilite
neutralité	impassibilite
neutralités	impassibilite
neutre	impassibilite
neutres	impassibilite
stoïque	impassibilite
stoïques	impassibilite
barbare	inhumanite
barbarement	inhumanite
barbares	inhumanite
barbarie	inhumanite
barbaries	inhumanite
cruauté	inhumanite
cruautés	inhumanite
cruel	inhumanite
cruelle	inhumanite
cruellement	inhumanite
cruelles	inhumanite
cruels	inhumanite
impitoyabilité	inhumanite
impitoyable	inhumanite
impitoyablement	inhumanite
impitoyables	inhumanite
inhumain	inhumanite
inhumaine	inhumanite
inhumainement	inhumanite
inhumaines	inhumanite
inhumains	inhumanite
inhumanité	inhumanite
inhumanités	inhumanite
malveillance	inhumanite
malveillances	inhumanite
malveillant	inhumanite
malveillante	inhumanite
malveillantes	inhumanite
malveillants	inhumanite
mauvaisement	inhumanite
mauvaiseté	inhumanite
mauvaisetés	inhumanite
méchamment	inhumanite
méchanceté	inhumanite
méchancetés	inhumanite
méchant	inhumanite
méchante	inhumanite
méchantes	inhumanite
méchants	inhumanite
être mauvais	inhumanite
envia	jalousie
enviai	jalousie
enviaient	jalousie
enviais	jalousie
enviait	jalousie
enviant	jalousie
envias	jalousie
enviasse	jalousie
enviassent	jalousie
enviasses	jalousie
enviassiez	jalousie
enviassions	jalousie
envient	jalousie
envier	jalousie
enviera	jalousie
envierai	jalousie
envieraient	jalousie
envierais	jalousie
envierait	jalousie
envieras	jalousie
envierez	jalousie
envieriez	jalousie
envierions	jalousie
envierons	jalousie
envieront	jalousie
envieuse	jalousie
envieusement	jalousie
envieuses	jalousie
envieux	jalousie
enviez	jalousie
enviiez	jalousie
enviions	jalousie
envions	jalousie
enviâmes	jalousie
enviât	jalousie
enviâtes	jalousie
envièrent	jalousie
envié	jalousie
enviée	jalousie
enviées	jalousie
enviés	jalousie
jalousa	jalousie
jalousai	jalousie
jalousaient	jalousie
jalousais	jalousie
jalousait	jalousie
jalousant	jalousie
jalousas	jalousie
jalousasse	jalousie
jalousassent	jalousie
jalousasses	jalousie
jalousassiez	jalousie
jalousassions	jalousie
jalouse	jalousie
jalousement	jalousie
jalousent	jalousie
jalouser	jalousie
jalousera	jalousie
jalouserai	jalousie
jalouseraient	jalousie
jalouserais	jalousie
jalouserait	jalousie
jalouseras	jalousie
jalouserez	jalousie
jalouseriez	jalousie
jalouserions	jalousie
jalouserons	jalousie
jalouseront	jalousie
jalouses	jalousie
jalousez	jalousie
jalousie	jalousie
jalousies	jalousie
jalousiez	jalousie
jalousions	jalousie
jalousons	jalousie
jalousâmes	jalousie
jalousât	jalousie
jalousâtes	jalousie
jalousèrent	jalousie
jalousé	jalousie
jalousée	jalousie
jalousées	jalousie
jalousés	jalousie
jaloux	jalousie
allègre	joie
allègrement	joie
allègres	joie
allégresse	joie
allégresses	joie
amusa	joie
amusai	joie
amusaient	joie
amusais	joie
amusait	joie
amusant	joie
amusante	joie
amusantes	joie
amusants	joie
amusas	joie
amusasse	joie
amusassent	joie
amusasses	joie
amusassiez	joie
amusassions	joie
amuse	joie
amusement	joie
amusements	joie
amusent	joie
amuser	joie
amusera	joie
amuserai	joie
amuseraient	joie
amuserais	joie
amuserait	joie
amuseras	joie
amuserez	joie
amuseriez	joie
amuserions	joie
amuserons	joie
amuseront	joie
amuses	joie
amusez	joie
amusiez	joie
amusions	joie
amusons	joie
amusâmes	joie
amusât	joie
amusâtes	joie
amusèrent	joie
amusé	joie
amusée	joie
amusées	joie
amusés	joie
badin	joie
badina	joie
badinai	joie
badinaient	joie
badinais	joie
badinait	joie
badinant	joie
badinas	joie
badinasse	joie
badinassent	joie
badinasses	joie
badinassiez	joie
badinassions	joie
badine	joie
badinent	joie
badiner	joie
badinera	joie
badinerai	joie
badineraient	joie
badinerais	joie
badinerait	joie
badineras	joie
badinerez	joie
badineriez	joie
badinerions	joie
badinerons	joie
badineront	joie
badines	joie
badinez	joie
badiniez	joie
badinions	joie
badinons	joie
badins	joie
badinâmes	joie
badinât	joie
badinâtes	joie
badinèrent	joie
badiné	joie
badinée	joie
badinées	joie
badinés	joie
bien-être	joie
bienheureuse	joie
bienheureuses	joie
bienheureux	joie
bonheur	joie
bonheurs	joie
bonne humeur	joie
boute en train	joie
boute-en-train	joie
béat	joie
béate	joie
béates	joie
béatitude	joie
béatitudes	joie
béats	joie
content	joie
contenta	joie
contentai	joie
contentaient	joie
contentais	joie
contentait	joie
contentant	joie
contentas	joie
contentasse	joie
contentassent	joie
contentasses	joie
contentassiez	joie
contentassions	joie
contente	joie
contentement	joie
contentements	joie
contentent	joie
contenter	joie
contentera	joie
contenterai	joie
contenteraient	joie
contenterais	joie
contenterait	joie
contenteras	joie
contenterez	joie
contenteriez	joie
contenterions	joie
contenterons	joie
contenteront	joie
contentes	joie
contentez	joie
contentiez	joie
contentions	joie
contentons	joie
contents	joie
contentâmes	joie
contentât	joie
contentâtes	joie
contentèrent	joie
contenté	joie
contentée	joie
contentées	joie
contentés	joie
diverti	joie
divertie	joie
diverties	joie
divertir	joie
divertira	joie
divertirai	joie
divertiraient	joie
divertirais	joie
divertirait	joie
divertiras	joie
divertirent	joie
divertirez	joie
divertiriez	joie
divertirions	joie
divertirons	joie
divertiront	joie
divertis	joie
divertissaient	joie
divertissais	joie
divertissait	joie
divertissant	joie
divertissante	joie
divertissantes	joie
divertissants	joie
divertisse	joie
divertissement	joie
divertissements	joie
divertissent	joie
divertisses	joie
divertissez	joie
divertissiez	joie
divertissions	joie
divertissons	joie
divertit	joie
divertîmes	joie
divertît	joie
divertîtes	joie
drôle	joie
drôlement	joie
drôles	joie
drôlesse	joie
drôlesses	joie
délecta	joie
délectai	joie
délectaient	joie
délectais	joie
délectait	joie
délectant	joie
délectas	joie
délectasse	joie
délectassent	joie
délectasses	joie
délectassiez	joie
délectassions	joie
délectation	joie
délectations	joie
délecte	joie
délectent	joie
délecter	joie
délectera	joie
délecterai	joie
délecteraient	joie
délecterais	joie
délecterait	joie
délecteras	joie
délecterez	joie
délecteriez	joie
délecterions	joie
délecterons	joie
délecteront	joie
délectes	joie
délectez	joie
délectiez	joie
délections	joie
délectons	joie
délectâmes	joie
délectât	joie
délectâtes	joie
délectèrent	joie
délecté	joie
délectée	joie
délectées	joie
délectés	joie
délice	joie
délices	joie
délicieuse	joie
délicieusement	joie
délicieuses	joie
délicieux	joie
enjouement	joie
enjouements	joie
enjoué	joie
enjouée	joie
enjouées	joie
enjoués	joie
enthousiasma	joie
enthousiasmai	joie
enthousiasmaient	joie
enthousiasmais	joie
enthousiasmait	joie
enthousiasmant	joie
enthousiasmante	joie
enthousiasmantes	joie
enthousiasmants	joie
enthousiasmas	joie
enthousiasmasse	joie
enthousiasmassent	joie
enthousiasmasses	joie
enthousiasmassiez	joie
enthousiasmassions	joie
enthousiasme	joie
enthousiasment	joie
enthousiasmer	joie
enthousiasmera	joie
enthousiasmerai	joie
enthousiasmeraient	joie
enthousiasmerais	joie
enthousiasmerait	joie
enthousiasmeras	joie
enthousiasmerez	joie
enthousiasmeriez	joie
enthousiasmerions	joie
enthousiasmerons	joie
enthousiasmeront	joie
enthousiasmes	joie
enthousiasmez	joie
enthousiasmiez	joie
enthousiasmions	joie
enthousiasmons	joie
enthousiasmâmes	joie
enthousiasmât	joie
enthousiasmâtes	joie
enthousiasmèrent	joie
enthousiasmé	joie
enthousiasmée	joie
enthousiasmées	joie
enthousiasmés	joie
enthousiaste	joie
enthousiastes	joie
entrain	joie
entrains	joie
entraînant	joie
entraînante	joie
entraînantes	joie
entraînants	joie
euphorie	joie
euphories	joie
euphorique	joie
euphoriques	joie
euphorisant	joie
euphorisante	joie
euphorisantes	joie
euphorisants	joie
exalta	joie
exaltai	joie
exaltaient	joie
exaltais	joie
exaltait	joie
exaltant	joie
exaltante	joie
exaltantes	joie
exaltants	joie
exaltas	joie
exaltasse	joie
exaltassent	joie
exaltasses	joie
exaltassiez	joie
exaltassions	joie
exaltation	joie
exaltations	joie
exalte	joie
exaltent	joie
exalter	joie
exaltera	joie
exalterai	joie
exalteraient	joie
exalterais	joie
exalterait	joie
exalteras	joie
exalterez	joie
exalteriez	joie
exalterions	joie
exalterons	joie
exalteront	joie
exaltes	joie
exaltez	joie
exaltiez	joie
exaltions	joie
exaltons	joie
exaltâmes	joie
exaltât	joie
exaltâtes	joie
exaltèrent	joie
exalté	joie
exaltée	joie
exaltées	joie
exaltés	joie
extase	joie
extases	joie
extasier	joie
extatique	joie
extatiques	joie
exulta	joie
exultai	joie
exultaient	joie
exultais	joie
exultait	joie
exultant	joie
exultas	joie
exultasse	joie
exultassent	joie
exultasses	joie
exultassiez	joie
exultassions	joie
exultation	joie
exultations	joie
exulte	joie
exultent	joie
exulter	joie
exultera	joie
exulterai	joie
exulteraient	joie
exulterais	joie
exulterait	joie
exulteras	joie
exulterez	joie
exulteriez	joie
exulterions	joie
exulterons	joie
exulteront	joie
exultes	joie
exultez	joie
exultiez	joie
exultions	joie
exultons	joie
exultâmes	joie
exultât	joie
exultâtes	joie
exultèrent	joie
exulté	joie
exultée	joie
exultées	joie
exultés	joie
folichon	joie
folichonne	joie
folichonnerie	joie
folichonneries	joie
folichonnes	joie
folichons	joie
folâtra	joie
folâtrai	joie
folâtraient	joie
folâtrais	joie
folâtrait	joie
folâtrant	joie
folâtras	joie
folâtrasse	joie
folâtrassent	joie
folâtrasses	joie
folâtrassiez	joie
folâtrassions	joie
folâtre	joie
folâtrement	joie
folâtrent	joie
folâtrer	joie
folâtrera	joie
folâtrerai	joie
folâtreraient	joie
folâtrerais	joie
folâtrerait	joie
folâtreras	joie
folâtrerez	joie
folâtrerie	joie
folâtreries	joie
folâtreriez	joie
folâtrerions	joie
folâtrerons	joie
folâtreront	joie
folâtres	joie
folâtrez	joie
folâtriez	joie
folâtrions	joie
folâtrons	joie
folâtrâmes	joie
folâtrât	joie
folâtrâtes	joie
folâtrèrent	joie
folâtré	joie
folâtrée	joie
folâtrées	joie
folâtrés	joie
fou rire	joie
félicité	joie
félicités	joie
gai	joie
gaie	joie
gaiement	joie
gaies	joie
gaieté	joie
gaietés	joie
gais	joie
gaîté	joie
gaîtés	joie
guilleret	joie
guillerets	joie
guillerette	joie
guillerettes	joie
heureuse	joie
heureusement	joie
heureuses	joie
heureux	joie
hilarant	joie
hilarante	joie
hilarantes	joie
hilarants	joie
hilare	joie
hilares	joie
hilarité	joie
hilarités	joie
joie	joie
joies	joie
joui	joie
jouie	joie
jouies	joie
jouir	joie
jouira	joie
jouirai	joie
jouiraient	joie
jouirais	joie
jouirait	joie
jouiras	joie
jouirent	joie
jouirez	joie
jouiriez	joie
jouirions	joie
jouirons	joie
jouiront	joie
jouis	joie
jouissaient	joie
jouissais	joie
jouissait	joie
jouissance	joie
jouissances	joie
jouissant	joie
jouisse	joie
jouissent	joie
jouisses	joie
jouissez	joie
jouissiez	joie
jouissif	joie
jouissions	joie
jouissons	joie
jouit	joie
jouîmes	joie
jouît	joie
jouîtes	joie
jovial	joie
joviale	joie
jovialement	joie
joviales	joie
jovialité	joie
jovialités	joie
joviaux	joie
joyeuse	joie
joyeusement	joie
joyeuses	joie
joyeuseté	joie
joyeusetés	joie
joyeux	joie
jubila	joie
jubilai	joie
jubilaient	joie
jubilais	joie
jubilait	joie
jubilant	joie
jubilas	joie
jubilasse	joie
jubilassent	joie
jubilasses	joie
jubilassiez	joie
jubilassions	joie
jubilation	joie
jubilations	joie
jubilatoire	joie
jubilatoires	joie
jubile	joie
jubilent	joie
jubiler	joie
jubilera	joie
jubilerai	joie
jubileraient	joie
jubilerais	joie
jubilerait	joie
jubileras	joie
jubilerez	joie
jubileriez	joie
jubilerions	joie
jubilerons	joie
jubileront	joie
jubiles	joie
jubilez	joie
jubiliez	joie
jubilions	joie
jubilons	joie
jubilâmes	joie
jubilât	joie
jubilâtes	joie
jubilèrent	joie
jubilé	joie
jubilée	joie
jubilées	joie
jubilés	joie
liesse	joie
liesses	joie
marrade	joie
marrades	joie
marrant	joie
marrante	joie
marrantes	joie
marrants	joie
marrer	joie
merveille	joie
merveilles	joie
merveilleuse	joie
merveilleusement	joie
merveilleuses	joie
merveilleux	joie
nirvana	joie
nirvanas	joie
optimisme	joie
optimismes	joie
optimiste	joie
optimistement	joie
optimistes	joie
plaisir	joie
plaisirs	joie
pleurer de rire	joie
plénitude	joie
plénitudes	joie
pouffa	joie
pouffai	joie
pouffaient	joie
pouffais	joie
pouffait	joie
pouffant	joie
pouffas	joie
pouffasse	joie
pouffassent	joie
pouffasses	joie
pouffassiez	joie
pouffassions	joie
pouffe	joie
pouffent	joie
pouffer	joie
pouffera	joie
poufferai	joie
poufferaient	joie
poufferais	joie
poufferait	joie
poufferas	joie
poufferez	joie
poufferiez	joie
poufferions	joie
poufferons	joie
poufferont	joie
pouffes	joie
pouffez	joie
pouffiez	joie
pouffions	joie
pouffons	joie
pouffâmes	joie
pouffât	joie
pouffâtes	joie
pouffèrent	joie
pouffé	joie
pouffée	joie
pouffées	joie
pouffés	joie
ravi	joie
ravie	joie
ravies	joie
ravir	joie
ravira	joie
ravirai	joie
raviraient	joie
ravirais	joie
ravirait	joie
raviras	joie
ravirent	joie
ravirez	joie
raviriez	joie
ravirions	joie
ravirons	joie
raviront	joie
ravis	joie
ravissaient	joie
ravissais	joie
ravissait	joie
ravissant	joie
ravisse	joie
ravissement	joie
ravissements	joie
ravissent	joie
ravisses	joie
ravissez	joie
ravissiez	joie
ravissions	joie
ravissons	joie
ravit	joie
ravîmes	joie
ravît	joie
ravîtes	joie
ri	joie
riaient	joie
riais	joie
riait	joie
riant	joie
rie	joie
rient	joie
ries	joie
rieur	joie
rieurs	joie
rieuse	joie
rieuses	joie
riez	joie
